case,frame,rank,track_id,is_birth,match_dino,center_distance,match_cost,source_similarity,gdino_score,crop_path
Cosmos2.5_0058,72,1,T00,False,0.9650105237960815,0.0003138594602084265,0.02632057201799095,0.9518972635269164,0.4602036476135254,/shared/ssd_30T/zhuoyingyang/physact/sam3_robowm/identity_v1/sam_masked_expansion6/crops/Cosmos2.5_0058/frame_0072_rank_01.png
Cosmos2.5_0058,72,3,T03,False,0.9218083024024963,0.00039295475669676644,0.05874201188730194,0.6838282346725464,0.1308354586362838,/shared/ssd_30T/zhuoyingyang/physact/sam3_robowm/identity_v1/sam_masked_expansion6/crops/Cosmos2.5_0058/frame_0072_rank_03.png
Cosmos2.5_0058,75,1,T00,False,0.9899134039878845,5.917256553002861e-05,0.007579740150469116,0.9494911432266236,0.493634819984436,/shared/ssd_30T/zhuoyingyang/physact/sam3_robowm/identity_v1/sam_masked_expansion6/crops/Cosmos2.5_0058/frame_0075_rank_01.png
Cosmos2.5_0058,75,2,T01,False,0.9475607872009277,0.00023590721086721997,0.039388386402021004,0.7957359552383423,0.409780889749527,/shared/ssd_30T/zhuoyingyang/physact/sam3_robowm/identity_v1/sam_masked_expansion6/crops/Cosmos2.5_0058/frame_0075_rank_02.png
Cosmos2.5_0058,75,3,T03,False,0.6527776718139648,0.000607528956872197,0.2605686283787444,0.6856197118759155,0.1590864211320877,/shared/ssd_30T/zhuoyingyang/physact/sam3_robowm/identity_v1/sam_masked_expansion6/crops/Cosmos2.5_0058/frame_0075_rank_03.png
Cosmos2.5_0058,78,1,T00,False,0.9674021005630493,0.00014453766810374957,0.02448455899473895,0.9539085626602172,0.3923588097095489,/shared/ssd_30T/zhuoyingyang/physact/sam3_robowm/identity_v1/sam_masked_expansion6/crops/Cosmos2.5_0058/frame_0078_rank_01.png
Cosmos2.5_0058,78,2,T01,False,0.9113402962684631,0.0008170579102705175,0.06669904227622028,0.826244056224823,0.4856718778610229,/shared/ssd_30T/zhuoyingyang/physact/sam3_robowm/identity_v1/sam_masked_expansion6/crops/Cosmos2.5_0058/frame_0078_rank_02.png
Cosmos2.5_0058,78,3,T03,False,0.4536251425743103,0.013377355054232456,0.4131254818328254,0.7507103681564331,0.1561357527971267,/shared/ssd_30T/zhuoyingyang/physact/sam3_robowm/identity_v1/sam_masked_expansion6/crops/Cosmos2.5_0058/frame_0078_rank_03.png
Cosmos2.5_0058,81,1,T00,False,0.9458912014961243,0.00011407782508749605,0.04061011833417867,0.9580506682395936,0.4238159656524658,/shared/ssd_30T/zhuoyingyang/physact/sam3_robowm/identity_v1/sam_masked_expansion6/crops/Cosmos2.5_0058/frame_0081_rank_01.png
Cosmos2.5_0058,81,3,T03,False,0.9043663144111633,0.0005789747908635804,0.0718700078893434,0.7707918882369995,0.1752897500991821,/shared/ssd_30T/zhuoyingyang/physact/sam3_robowm/identity_v1/sam_masked_expansion6/crops/Cosmos2.5_0058/frame_0081_rank_03.png
Cosmos2.5_0058,81,2,T01,False,0.6832560300827026,0.0006509496925316162,0.23772071486110594,0.8198581337928772,0.4827053546905517,/shared/ssd_30T/zhuoyingyang/physact/sam3_robowm/identity_v1/sam_masked_expansion6/crops/Cosmos2.5_0058/frame_0081_rank_02.png
Cosmos2.5_0058,84,1,T00,False,0.9441003799438477,0.00013322756248167298,0.04195802193273468,0.9569507241249084,0.3291292488574981,/shared/ssd_30T/zhuoyingyang/physact/sam3_robowm/identity_v1/sam_masked_expansion6/crops/Cosmos2.5_0058/frame_0084_rank_01.png
Cosmos2.5_0058,84,3,T03,False,0.9158869981765747,5.4892565040568976e-05,0.0630984745088291,0.75373375415802,0.1763712167739868,/shared/ssd_30T/zhuoyingyang/physact/sam3_robowm/identity_v1/sam_masked_expansion6/crops/Cosmos2.5_0058/frame_0084_rank_03.png
Cosmos2.5_0058,84,2,T01,False,0.8094513416290283,0.00015627574572340893,0.1429505627146596,0.8640583157539368,0.5468974113464355,/shared/ssd_30T/zhuoyingyang/physact/sam3_robowm/identity_v1/sam_masked_expansion6/crops/Cosmos2.5_0058/frame_0084_rank_02.png
Cosmos2.5_0058,87,3,T03,False,0.970759391784668,7.445934970143416e-05,0.021949070998924382,0.7305176258087158,0.1726827621459961,/shared/ssd_30T/zhuoyingyang/physact/sam3_robowm/identity_v1/sam_masked_expansion6/crops/Cosmos2.5_0058/frame_0087_rank_03.png
Cosmos2.5_0058,87,2,T01,False,0.948352575302124,0.00017594628982653298,0.038779555095863616,0.8503103256225586,0.5670052766799927,/shared/ssd_30T/zhuoyingyang/physact/sam3_robowm/identity_v1/sam_masked_expansion6/crops/Cosmos2.5_0058/frame_0087_rank_02.png
Cosmos2.5_0058,87,1,T00,False,0.9030513763427734,6.641419834197329e-05,0.07272807129250541,0.9474856853485109,0.3055306673049927,/shared/ssd_30T/zhuoyingyang/physact/sam3_robowm/identity_v1/sam_masked_expansion6/crops/Cosmos2.5_0058/frame_0087_rank_01.png
Cosmos2.5_0058,90,1,T00,False,0.9685332775115967,0.00016652050137409778,0.023641671991646015,0.9548293948173524,0.3416354358196258,/shared/ssd_30T/zhuoyingyang/physact/sam3_robowm/identity_v1/sam_masked_expansion6/crops/Cosmos2.5_0058/frame_0090_rank_01.png
Cosmos2.5_0058,90,3,T03,False,0.9218614101409912,0.0005277039985254555,0.058735868393887954,0.7429452538490295,0.172006294131279,/shared/ssd_30T/zhuoyingyang/physact/sam3_robowm/identity_v1/sam_masked_expansion6/crops/Cosmos2.5_0058/frame_0090_rank_03.png
Cosmos2.5_0058,90,2,T01,False,0.8819530010223389,0.0005633126233501725,0.0886760773890834,0.800055742263794,0.5301595330238342,/shared/ssd_30T/zhuoyingyang/physact/sam3_robowm/identity_v1/sam_masked_expansion6/crops/Cosmos2.5_0058/frame_0090_rank_02.png
