case,frame,prompt,raw_detections,count_012,count_020,count_030,max_score
Cosmos3_seed101_0036,180,white tape roll,5,4,2,2,0.7506311535835266
Cosmos3_seed101_0036,183,white tape roll,6,4,2,2,0.7317100763320923
Cosmos3_seed101_0036,186,white tape roll,5,5,2,2,0.7441721558570862
Cosmos3_seed101_0036,188,white tape roll,7,5,2,2,0.7428863048553467
LVP_0030,0,brown cube,2,2,1,1,0.771060049533844
LVP_0030,3,brown cube,2,2,1,1,0.7451174855232239
LVP_0030,6,brown cube,2,2,1,1,0.7174291610717773
LVP_0030,9,brown cube,2,2,1,1,0.7107239961624146
LVP_0030,12,brown cube,2,2,1,1,0.6891060471534729
LVP_0030,15,brown cube,3,2,1,1,0.5780110359191895
LVP_0030,18,brown cube,16,5,3,2,0.34735873341560364
LVP_0030,21,brown cube,14,6,3,2,0.34486889839172363
LVP_0030,24,brown cube,9,5,2,1,0.40746355056762695
LVP_0030,27,brown cube,2,2,1,1,0.6444680094718933
LVP_0030,30,brown cube,2,2,1,1,0.6835632920265198
LVP_0030,33,brown cube,2,2,1,1,0.6995356678962708
LVP_0030,36,brown cube,2,2,1,1,0.680604100227356
LVP_0030,39,brown cube,3,3,1,1,0.6755461692810059
LVP_0030,42,brown cube,3,3,1,1,0.6931771636009216
LVP_0030,45,brown cube,5,3,2,2,0.6097277998924255
LVP_0030,48,brown cube,3,3,2,2,0.6502830386161804
